model_name,data_path,bleu,bleu_precision_1,bleu_precision_2,bleu_precision_3,bleu_precision_4,brevity_penalty,length_ratio,translation_length,reference_length,rouge1,rouge2,rougeL,rougeLsum,qwen3_embedding_distance,gemma_embedding_distance,luxembourgish_embedding_distance,language
Llama-3.1-8B-Instruct-mix-bio-history,../../data/processed/lux_test_bio_history.json,0.00750912716957239,0.16467884455363158,0.017366901207955424,0.0037593984962406013,0.00098695502917954,0.7398530885508247,0.7684601565116774,25237,32841,0.10529335162372994,0.01303879712722214,0.07330896992134958,0.07339192598439497,"{'mean_distance': 0.6069338917732239, 'std_distance': 0.11256469041109085}","{'mean_distance': 0.6275160312652588, 'std_distance': 0.10348264873027802}","{'mean_distance': 0.4737004339694977, 'std_distance': 0.17143777012825012}",Luxembourgish
Llama-3.1-8B-Instruct-mix-bio-history,../../data/processed/lux_test_bio_history.json,0.008231306960452659,0.16248274833078444,0.016705531557016706,0.003567088706832347,0.0011661573105999678,0.7985169633941929,0.8163271520355653,26809,32841,0.11033466554567103,0.012997142947645202,0.07731503687187041,0.07721384147715171,"{'mean_distance': 0.6048825979232788, 'std_distance': 0.11459650099277496}","{'mean_distance': 0.6291115880012512, 'std_distance': 0.10653548687696457}","{'mean_distance': 0.4639274775981903, 'std_distance': 0.1695374995470047}",Luxembourgish
Llama-3.1-8B-Instruct-mix-bio-history,../../data/processed/ger_test_bio_history.json,0.09357541110252239,0.2740860290505929,0.13307845011396222,0.08192417573932514,0.05406064547597756,0.8300222962513143,0.8429551638471549,14251,16906,0.19244331430358996,0.06599302707017426,0.17843270616881252,0.18104717386185154,"{'mean_distance': 0.5007932782173157, 'std_distance': 0.1331442892551422}","{'mean_distance': 0.45235586166381836, 'std_distance': 0.11401331424713135}","{'mean_distance': 0.30560728907585144, 'std_distance': 0.13485407829284668}",German
Llama-3.1-8B-Instruct-mix-bio-history,../../data/processed/lux_test_bio_history.json,0.008886985060979753,0.1739147974826529,0.01868423233076477,0.004597309722458709,0.0015313265663283164,0.7226177189341318,0.7547882220395238,24788,32841,0.11004053194561153,0.013805334552630045,0.07736802840960633,0.0773033000565702,"{'mean_distance': 0.604401171207428, 'std_distance': 0.11968492716550827}","{'mean_distance': 0.6248067021369934, 'std_distance': 0.1085895523428917}","{'mean_distance': 0.46712881326675415, 'std_distance': 0.17030610144138336}",Luxembourgish
Llama-3.1-8B-Instruct-mix-bio-history,../../data/processed/eng_test_bio_history.json,0.07686013182211546,0.21730864605719954,0.10709294199860238,0.04815706612335618,0.031139140717382736,1.0,1.0601121626358219,12098,11412,0.22693021886940093,0.053659891469618054,0.2188886121521389,0.22011701537908157,"{'mean_distance': 0.39663931727409363, 'std_distance': 0.14799506962299347}","{'mean_distance': 0.403201162815094, 'std_distance': 0.1281360238790512}","{'mean_distance': 0.2641424536705017, 'std_distance': 0.13443905115127563}",English
Llama-3.1-8B-Instruct-lux-bio-history,../../data/processed/lux_test_bio_history.json,0.008631881710098899,0.15884644843318127,0.01657646618332823,0.003445635528330781,0.0008899330770326072,0.9106079624423271,0.9143753235285161,30029,32841,0.10686544811719964,0.011422746674429704,0.07304192068005594,0.07288148182216819,"{'mean_distance': 0.6074442267417908, 'std_distance': 0.11428143829107285}","{'mean_distance': 0.624994695186615, 'std_distance': 0.1098375916481018}","{'mean_distance': 0.46106258034706116, 'std_distance': 0.17267513275146484}",Luxembourgish
Llama-3.1-8B-Instruct-lux-bio-history,../../data/processed/lux_test_bio_history.json,0.00958002027806534,0.16517213489467947,0.018317918451074243,0.004421518054532056,0.001169811320754717,0.8565276689827582,0.8658993331506348,28437,32841,0.10814253102372157,0.01319963662964212,0.07490147266272619,0.07492271272106638,"{'mean_distance': 0.6026403903961182, 'std_distance': 0.1116168424487114}","{'mean_distance': 0.6190803050994873, 'std_distance': 0.10638008266687393}","{'mean_distance': 0.4602193534374237, 'std_distance': 0.16578559577465057}",Luxembourgish
Llama-3.1-8B-Instruct-lux-bio-history,../../data/processed/lux_test_bio_history.json,0.009173709426617115,0.15841274257494609,0.016937090805579275,0.003787740831117748,0.0012305168170631665,0.8675026206948164,0.8755519015864316,28754,32841,0.10752458482570648,0.014028429944489716,0.07528746691731561,0.07498592764800671,"{'mean_distance': 0.6012097597122192, 'std_distance': 0.11872906982898712}","{'mean_distance': 0.6248940825462341, 'std_distance': 0.11007121950387955}","{'mean_distance': 0.4672348201274872, 'std_distance': 0.17234160006046295}",Luxembourgish
Llama-3.1-8B-Instruct-lux-bio-history,../../data/processed/lux_test_bio_history.json,0.008630406527272119,0.15402789914878467,0.016596687274771052,0.0031083181296033516,0.0008980071149794495,0.9390197847507143,0.9408057001918334,30897,32841,0.10818153680177406,0.011741537540135644,0.07299590145593868,0.07284819289689234,"{'mean_distance': 0.6089684367179871, 'std_distance': 0.11105480045080185}","{'mean_distance': 0.6305718421936035, 'std_distance': 0.10744709521532059}","{'mean_distance': 0.4664337635040283, 'std_distance': 0.17086002230644226}",Luxembourgish
Llama-3.1-8B-Instruct-lux-bio-history,../../data/processed/lux_test_bio_history.json,0.008986227103117986,0.1616565780924045,0.017592948830051414,0.0037934366388719895,0.0009890472178468075,0.8841621508914314,0.8903809262811729,29241,32841,0.11060686509698009,0.013786296849422558,0.07770820077924753,0.07743930514232006,"{'mean_distance': 0.6054617762565613, 'std_distance': 0.11751221865415573}","{'mean_distance': 0.6286979913711548, 'std_distance': 0.10805018991231918}","{'mean_distance': 0.4581315219402313, 'std_distance': 0.1732894480228424}",Luxembourgish
Qwen3-8B-lux-bio-history,../../data/processed/lux_test_bio_history.json,0.007739089638239804,0.1524065090996663,0.015092348284960422,0.0030949724691402454,0.0008470206967665906,0.8782377285288956,0.8850826710514296,29067,32841,0.10969310169877196,0.010917465418861145,0.07472117198247853,0.07463483465911148,"{'mean_distance': 0.608924925327301, 'std_distance': 0.10990115255117416}","{'mean_distance': 0.634629487991333, 'std_distance': 0.10798399895429611}","{'mean_distance': 0.4691571593284607, 'std_distance': 0.16736088693141937}",Luxembourgish
Qwen3-8B-lux-bio-history,../../data/processed/lux_test_bio_history.json,0.008458854569740012,0.15838662075750123,0.017289719626168223,0.003826483682254682,0.000904091011828524,0.8573969673776869,0.8666605767181267,28462,32841,0.10807382223486926,0.011049919111765614,0.07516122800704247,0.0749759103458349,"{'mean_distance': 0.6070088744163513, 'std_distance': 0.10990244150161743}","{'mean_distance': 0.633911669254303, 'std_distance': 0.10674047470092773}","{'mean_distance': 0.46597787737846375, 'std_distance': 0.16329844295978546}",Luxembourgish
Qwen3-8B-lux-bio-history,../../data/processed/lux_test_bio_history.json,0.007790708076908472,0.1469916757402269,0.015128103776635883,0.003126264298061716,0.0009791368532047903,0.8577097566831183,0.8669346244024237,28471,32841,0.10516355849463935,0.011136241388374764,0.07397194142990493,0.0737733378695413,"{'mean_distance': 0.6097235679626465, 'std_distance': 0.11307086050510406}","{'mean_distance': 0.6313621997833252, 'std_distance': 0.11180457472801208}","{'mean_distance': 0.47442400455474854, 'std_distance': 0.1722722351551056}",Luxembourgish
Qwen3-8B-lux-bio-history,../../data/processed/lux_test_bio_history.json,0.006744888100396268,0.14604969107401078,0.014034380875637926,0.00247057612462684,0.0005612656540498825,0.923760944652523,0.9265247708656862,30428,32841,0.10626011467657893,0.01047663302140428,0.07376866577372859,0.07367576565142041,"{'mean_distance': 0.6138455271720886, 'std_distance': 0.10840742290019989}","{'mean_distance': 0.6410509347915649, 'std_distance': 0.10523068904876709}","{'mean_distance': 0.4715327322483063, 'std_distance': 0.16634631156921387}",Luxembourgish
Qwen3-1.7B-eng-bio-history,../../data/processed/eng_test_bio_history.json,0.05791717193250806,0.17647828362114076,0.08218335838229267,0.034958535887903916,0.022192232718548508,1.0,1.3396424815983177,15288,11412,0.20304152633495332,0.04600979982800134,0.19412821080605044,0.19492420853476536,"{'mean_distance': 0.4202437698841095, 'std_distance': 0.14152981340885162}","{'mean_distance': 0.4381083846092224, 'std_distance': 0.12683895230293274}","{'mean_distance': 0.27431848645210266, 'std_distance': 0.12854525446891785}",English
Qwen3-1.7B-eng-bio-history,../../data/processed/eng_test_bio_history.json,0.057368512919831915,0.17063544270490724,0.0810197910940077,0.03495899870522227,0.022411711439782673,1.0,1.332106554504031,15202,11412,0.2006196762438316,0.044898462635681646,0.19495529107260776,0.1955337821007433,"{'mean_distance': 0.4188733398914337, 'std_distance': 0.14052049815654755}","{'mean_distance': 0.4370432198047638, 'std_distance': 0.1273777186870575}","{'mean_distance': 0.27461013197898865, 'std_distance': 0.12604989111423492}",English
Qwen3-1.7B-eng-bio-history,../../data/processed/eng_test_bio_history.json,0.05023754257313411,0.15686039544637506,0.07250623441396509,0.029694606887589344,0.01886024423337856,1.0,1.4624956186470381,16690,11412,0.20117173628826163,0.04219216977715285,0.19380138266795532,0.19451590372505906,"{'mean_distance': 0.4237949848175049, 'std_distance': 0.1402878761291504}","{'mean_distance': 0.43745285272598267, 'std_distance': 0.1269773542881012}","{'mean_distance': 0.2760351002216339, 'std_distance': 0.13043048977851868}",English
Qwen3-1.7B-eng-bio-history,../../data/processed/eng_test_bio_history.json,0.05642799735642013,0.17118290776446066,0.07985308121344036,0.034158838599487616,0.021713177137740635,1.0,1.3452506133894147,15352,11412,0.2008933816687909,0.04401630043807772,0.1917743199653552,0.19254962290180785,"{'mean_distance': 0.4229069650173187, 'std_distance': 0.13966839015483856}","{'mean_distance': 0.4355567395687103, 'std_distance': 0.12306521087884903}","{'mean_distance': 0.2726527750492096, 'std_distance': 0.12834233045578003}",English
Qwen3-1.7B-eng-bio-history,../../data/processed/eng_test_bio_history.json,0.06803715369020791,0.21024554797207187,0.0965528643465322,0.04027256049619988,0.026210984532740577,1.0,1.1169821240799158,12747,11412,0.2053234410854699,0.04572727201212687,0.19721223059206744,0.19850828589292308,"{'mean_distance': 0.42127442359924316, 'std_distance': 0.1404055505990982}","{'mean_distance': 0.43192270398139954, 'std_distance': 0.12199557572603226}","{'mean_distance': 0.27660852670669556, 'std_distance': 0.13289999961853027}",English
Ministral-8B-Instruct-2410-ger-bio-history,../../data/processed/ger_test_bio_history.json,0.09269208778028394,0.23912415506383963,0.110390779758689,0.0657755012805297,0.04251578878833257,1.0,1.0238376907606768,17309,16906,0.18215221054193326,0.05909160768150936,0.16563232851264537,0.16884031991578669,"{'mean_distance': 0.5082477927207947, 'std_distance': 0.13063973188400269}","{'mean_distance': 0.45922449231147766, 'std_distance': 0.10980343818664551}","{'mean_distance': 0.30327844619750977, 'std_distance': 0.1278933584690094}",German
Ministral-8B-Instruct-2410-ger-bio-history,../../data/processed/ger_test_bio_history.json,0.08168693623340119,0.2109077824611905,0.09684109763880025,0.058168998567808744,0.037477148080438755,1.0,1.1507157222287945,19454,16906,0.17836940390675043,0.06067091869336504,0.16333135401683363,0.166222580812398,"{'mean_distance': 0.500114381313324, 'std_distance': 0.1363094300031662}","{'mean_distance': 0.4540199637413025, 'std_distance': 0.11417853832244873}","{'mean_distance': 0.30338534712791443, 'std_distance': 0.1329350620508194}",German
Ministral-8B-Instruct-2410-ger-bio-history,../../data/processed/ger_test_bio_history.json,0.082609248477395,0.21806786254592608,0.09883525590771643,0.05846118084611809,0.03696098562628337,1.0,1.0947592570684963,18508,16906,0.180728476453548,0.05636950861209861,0.1660918521787795,0.16928591699427026,"{'mean_distance': 0.5046091079711914, 'std_distance': 0.1320255696773529}","{'mean_distance': 0.45779767632484436, 'std_distance': 0.11284581571817398}","{'mean_distance': 0.3044835031032562, 'std_distance': 0.1272522509098053}",German
Ministral-8B-Instruct-2410-ger-bio-history,../../data/processed/ger_test_bio_history.json,0.08602894681381575,0.22946016003606445,0.10318203088441741,0.06080505898090721,0.038047606989111166,1.0,1.0496865018336685,17746,16906,0.18246401185540562,0.05818078687115248,0.16817638202405438,0.17014406186633824,"{'mean_distance': 0.49654489755630493, 'std_distance': 0.13144920766353607}","{'mean_distance': 0.4533732831478119, 'std_distance': 0.11121819913387299}","{'mean_distance': 0.2979862689971924, 'std_distance': 0.1253454089164734}",German
Ministral-8B-Instruct-2410-ger-bio-history,../../data/processed/ger_test_bio_history.json,0.09016607187790883,0.231125678119349,0.10700457585357269,0.064344962185899,0.04153435793217325,1.0,1.0467289719626167,17696,16906,0.18680730905832482,0.062336791630733863,0.17327251568581792,0.1760686786457052,"{'mean_distance': 0.4986593425273895, 'std_distance': 0.13412313163280487}","{'mean_distance': 0.45331326127052307, 'std_distance': 0.11200211197137833}","{'mean_distance': 0.30226969718933105, 'std_distance': 0.12960195541381836}",German
Llama-3.1-8B-Instruct-eng-base,../../data/processed/eng_test.json,0.07447280040735305,0.2141829567572142,0.10414614489119728,0.045355139298278974,0.030404378230465188,1.0,1.0354889589905363,11817,11412,0.20522738443828661,0.044123227686960816,0.19843962781005597,0.19929375035155567,"{'mean_distance': 0.41894015669822693, 'std_distance': 0.1421143114566803}","{'mean_distance': 0.42248281836509705, 'std_distance': 0.11663322895765305}","{'mean_distance': 0.2820309102535248, 'std_distance': 0.13512557744979858}",English
Llama-3.1-8B-Instruct-eng-base,../../data/processed/eng_test.json,0.07646383843947893,0.2210340256296951,0.10773558368495077,0.04653020469296056,0.03192738921516284,0.9914639496205165,0.9915001752541185,11315,11412,0.20677616880645272,0.0423152710149496,0.20158395458109662,0.20208825738516092,"{'mean_distance': 0.42035409808158875, 'std_distance': 0.1422557234764099}","{'mean_distance': 0.42376628518104553, 'std_distance': 0.11796047538518906}","{'mean_distance': 0.274845689535141, 'std_distance': 0.13211214542388916}",English
Llama-3.1-8B-Instruct-eng-base,../../data/processed/eng_test.json,0.07360906625516415,0.21634287661895024,0.10337362439112394,0.04369490226140284,0.030042918454935622,1.0,1.028391167192429,11736,11412,0.20812656175505895,0.040584131453855324,0.20127489586380992,0.2017232667509402,"{'mean_distance': 0.4200103282928467, 'std_distance': 0.14047421514987946}","{'mean_distance': 0.42591986060142517, 'std_distance': 0.11857904493808746}","{'mean_distance': 0.2730633616447449, 'std_distance': 0.1318427324295044}",English
Llama-3.1-8B-Instruct-eng-base,../../data/processed/eng_test.json,0.07662783879752254,0.24092346010154228,0.1169680253345592,0.05077141919247182,0.03498645305689716,0.9110038444471211,0.9147388713634771,10439,11412,0.20434456263232426,0.043058879987839485,0.19876039064846812,0.19917481840900636,"{'mean_distance': 0.4144120514392853, 'std_distance': 0.13854685425758362}","{'mean_distance': 0.41911256313323975, 'std_distance': 0.11496664583683014}","{'mean_distance': 0.2703370451927185, 'std_distance': 0.13087858259677887}",English
Llama-3.1-8B-Instruct-eng-base,../../data/processed/eng_test.json,0.07712527652635688,0.21879263301500682,0.10742011193356202,0.047180667433831994,0.031908365718960933,1.0,1.0276901507185419,11728,11412,0.20901404338639684,0.04526126953388743,0.20164597840485332,0.2029434753185851,"{'mean_distance': 0.41616323590278625, 'std_distance': 0.1361726075410843}","{'mean_distance': 0.42177921533584595, 'std_distance': 0.11557310074567795}","{'mean_distance': 0.2764560282230377, 'std_distance': 0.1279047727584839}",English
Llama-3.1-8B-Instruct-ger-bio-history,../../data/processed/ger_test_bio_history.json,0.09516261736076762,0.2741286406111452,0.13132538719577475,0.07985929196916398,0.05263157894736842,0.8580204505349651,0.8672069087897788,14661,16906,0.19470783724003077,0.06345585641280663,0.17999557856276707,0.18245135541418603,"{'mean_distance': 0.5005168914794922, 'std_distance': 0.13780036568641663}","{'mean_distance': 0.44813308119773865, 'std_distance': 0.11160381883382797}","{'mean_distance': 0.30165791511535645, 'std_distance': 0.12952755391597748}",German
Llama-3.1-8B-Instruct-ger-bio-history,../../data/processed/ger_test_bio_history.json,0.09739068506718215,0.2611760223520447,0.1241224003179229,0.07523532668881507,0.04949992752572837,0.9291053481645268,0.9315036081864427,15748,16906,0.1956535329991354,0.06320940858368886,0.1811438273579074,0.18405547650163695,"{'mean_distance': 0.5039322376251221, 'std_distance': 0.1367805153131485}","{'mean_distance': 0.45295020937919617, 'std_distance': 0.11243189871311188}","{'mean_distance': 0.309211790561676, 'std_distance': 0.13075479865074158}",German
Llama-3.1-8B-Instruct-ger-bio-history,../../data/processed/ger_test_bio_history.json,0.09459807889221354,0.24974861739567622,0.12029878128685624,0.07261155214891869,0.047127918636298526,0.9394425822900493,0.9412043061634923,15912,16906,0.1891325988907485,0.061350707123974675,0.17494989216774806,0.17743191360319938,"{'mean_distance': 0.5070676803588867, 'std_distance': 0.13371171057224274}","{'mean_distance': 0.46144142746925354, 'std_distance': 0.11087573319673538}","{'mean_distance': 0.30812278389930725, 'std_distance': 0.1280898004770279}",German
Llama-3.1-8B-Instruct-ger-bio-history,../../data/processed/ger_test_bio_history.json,0.09256844661134772,0.2560904684975767,0.12094435075885329,0.07252204585537919,0.04731977818853974,0.9116749849333033,0.9153554950905004,15475,16906,0.19090153323243692,0.06269118105312294,0.17716571052586072,0.17954463038024027,"{'mean_distance': 0.5048710107803345, 'std_distance': 0.1314784735441208}","{'mean_distance': 0.4592342972755432, 'std_distance': 0.11219485104084015}","{'mean_distance': 0.3045552372932434, 'std_distance': 0.12970757484436035}",German
Llama-3.1-8B-Instruct-ger-bio-history,../../data/processed/ger_test_bio_history.json,0.0950374469462739,0.25679583574320414,0.12266112266112267,0.07467919500736274,0.04900448166923812,0.9171960507250119,0.9204424464687093,15561,16906,0.1914475248923898,0.06462724189847188,0.1772455287042241,0.17988427190226788,"{'mean_distance': 0.503650426864624, 'std_distance': 0.13576748967170715}","{'mean_distance': 0.4554406702518463, 'std_distance': 0.11391512304544449}","{'mean_distance': 0.307253360748291, 'std_distance': 0.1347755491733551}",German
Qwen3-0.6B,../../data/processed/eng_test_bio_history.json,0.02711248555969061,0.13850579961640333,0.04207454819277109,0.012764511745292176,0.007264165121987877,1.0,1.918857343147564,21898,11412,0.15309258076490925,0.025904524061708713,0.13669280183848392,0.1384221952069024,"{'mean_distance': 0.45205068588256836, 'std_distance': 0.12354332208633423}","{'mean_distance': 0.47566768527030945, 'std_distance': 0.11750815808773041}","{'mean_distance': 0.3297421634197235, 'std_distance': 0.13625885546207428}",English
Qwen3-0.6B,../../data/processed/eng_test_bio_history.json,0.026885269440781113,0.13643258677612208,0.040847270722293695,0.012547942610919077,0.007471432757105186,1.0,1.9640729057132842,22414,11412,0.15439620210627786,0.025199683424759808,0.13822446220976403,0.13970546266351203,"{'mean_distance': 0.45714786648750305, 'std_distance': 0.12659700214862823}","{'mean_distance': 0.47822707891464233, 'std_distance': 0.12471815198659897}","{'mean_distance': 0.33616459369659424, 'std_distance': 0.13757750391960144}",English
Qwen3-0.6B,../../data/processed/eng_test_bio_history.json,0.026707226507510316,0.1359635405031053,0.04049514518429893,0.012426484538038324,0.007436035419010812,1.0,1.9611812127584998,22381,11412,0.15807017608614404,0.024364332959817298,0.14035719100551558,0.14149894750660602,"{'mean_distance': 0.44930052757263184, 'std_distance': 0.1265588253736496}","{'mean_distance': 0.47728604078292847, 'std_distance': 0.12519176304340363}","{'mean_distance': 0.3332679569721222, 'std_distance': 0.1379469633102417}",English
Qwen3-0.6B,../../data/processed/eng_test_bio_history.json,0.027128463691386173,0.137944947547745,0.04132803841891393,0.012565445026178011,0.0075608798114689705,1.0,1.954609183315808,22306,11412,0.1551510178272857,0.02658703739369263,0.13772998498648614,0.13940047063111954,"{'mean_distance': 0.4490750730037689, 'std_distance': 0.12328741699457169}","{'mean_distance': 0.47570204734802246, 'std_distance': 0.12367583066225052}","{'mean_distance': 0.3287397623062134, 'std_distance': 0.1360653042793274}",English
Qwen3-0.6B,../../data/processed/eng_test_bio_history.json,0.02598159668442512,0.13499889453902278,0.04020031868882313,0.012055539919317008,0.006964933494558645,1.0,1.9816859446196986,22615,11412,0.15667528040930367,0.024876127548634358,0.13908975842670981,0.14085260721355577,"{'mean_distance': 0.45385417342185974, 'std_distance': 0.12585698068141937}","{'mean_distance': 0.47890833020210266, 'std_distance': 0.12509889900684357}","{'mean_distance': 0.3313579261302948, 'std_distance': 0.14047273993492126}",English
Llama-3.1-8B-Instruct,../../data/processed/eng_test_bio.json,0.004351688638746237,0.052721428182263955,0.007737121643724846,0.001506500269682147,0.0005835733514052823,1.0,4.825008762705924,55063,11412,0.08434471521497822,0.009608732748033266,0.06571361506893403,0.06816042555793753,"{'mean_distance': 0.5102092027664185, 'std_distance': 0.12039938569068909}","{'mean_distance': 0.5486472845077515, 'std_distance': 0.11859364062547684}","{'mean_distance': 0.437140554189682, 'std_distance': 0.1590684950351715}",English
Llama-3.1-8B-Instruct,../../data/processed/eng_test.json,0.004309614243262418,0.05573047858942066,0.006618028146553443,0.0014742709427255835,0.0006343879179797814,1.0,4.45285664213109,50816,11412,0.07920098615626281,0.006961510192253781,0.061508284155512544,0.06296674288710175,"{'mean_distance': 0.6142404675483704, 'std_distance': 0.12652289867401123}","{'mean_distance': 0.6174023151397705, 'std_distance': 0.12201213836669922}","{'mean_distance': 0.5052891373634338, 'std_distance': 0.1615109145641327}",English
Llama-3.1-8B-Instruct,../../data/processed/ger_test_bio_history.json,0.0651447406344172,0.21904527559055118,0.08174885612608032,0.042376445846477394,0.02373434948285248,1.0,1.20194013959541,20320,16906,0.17341778727619922,0.041092384439605306,0.151925616637079,0.15500613336506475,"{'mean_distance': 0.5071561336517334, 'std_distance': 0.12150587886571884}","{'mean_distance': 0.46254995465278625, 'std_distance': 0.0998537689447403}","{'mean_distance': 0.29671528935432434, 'std_distance': 0.12061382085084915}",German
Llama-3.1-8B-Instruct,../../data/processed/ger_test_bio_history.json,0.06578984181414807,0.2207283191109347,0.08300010253255409,0.04279804836656767,0.02389322201472042,1.0,1.1922394416183604,20156,16906,0.17371186385040555,0.04196382379859442,0.1531892849206463,0.1562072856848684,"{'mean_distance': 0.5071278810501099, 'std_distance': 0.11798818409442902}","{'mean_distance': 0.45975810289382935, 'std_distance': 0.10102225840091705}","{'mean_distance': 0.2975376546382904, 'std_distance': 0.12069975584745407}",German
Llama-3.1-8B-Instruct,../../data/processed/eng_test_bio.json,0.003970634599999476,0.05067621461616179,0.006921656176591891,0.0013787598418054498,0.0005139689415911009,1.0,4.943655800911322,56417,11412,0.08303724342530153,0.009009261932505654,0.06459663631433893,0.06717233018605687,"{'mean_distance': 0.5131500959396362, 'std_distance': 0.12232481688261032}","{'mean_distance': 0.5557283759117126, 'std_distance': 0.11839569360017776}","{'mean_distance': 0.4394589364528656, 'std_distance': 0.16028493642807007}",English
